School DBN,Type of School,Article.28,Article.28.Name,Article.31.Clininc.Onsite,Article.31.Provider,Funded.Article.31.Clinic,Community.School.w..MH.Funding,SRT,Promise.Zone,X100.Schools.Project,School.MH.Supervisor,School.MH.Consultant,School.Name,Address,lon,lat,geoAddress
01M015,Community School,,.,X,Jewish Board,,Rise,,,,,,P.S. 015 Roberto Clemente,"333 EAST  4 STREET,MANHATTAN,NY,10009",-73.9787655,40.7218342,"333 e 4th st, new york, ny 10009, usa"
01M019,Consultant Program,,.,,,,,,,,Richard Repaci,Grace Peluso,P.S. 019 Asher Levy,"185 1 AVENUE,MANHATTAN,NY,10003",-73.9842426,40.7298349,"185 1st avenue, new york, ny 10003, usa"
01M184,Consultant Program,,.,,,,,,,,Richard Repaci,Veronica Vega,P.S. 184m Shuang Wen,"327 CHERRY STREET,MANHATTAN,NY,10002",-73.9856822,40.7113459,"327 cherry st, new york, ny 10002, usa"
01M188,Community School,X,William F Ryan,X,Jewish Board,,AIDP,,,,,,P.S. 188 The Island School,"442 EAST HOUSTON STREET,NEW YORK,NY,10002",-73.9773555,40.7198989,"442 e houston st, new york, ny 10002, usa"
01M292,Community School,X,H+H Gotham,X,Henry Street Settlement,X,Rise,,,,,,Orchard Collegiate Academy,"220 HENRY STREET,MANHATTAN,NY,10002",-73.9860332,40.7134455,"220 henry st, new york, ny 10002, usa"
01M361,Consultant Program,,.,,,,,,,,Richard Repaci,Veronica Vega,The Children's Workshop School,"610 EAST  12 STREET,MANHATTAN,NY,10009",-73.9783818,40.7277257,"610 e 12th st, new york, ny 10009, usa"
01M448,Consultant Program,,.,,,,,,,,Richard Repaci,Grace Peluso,University Neighborhood High School,"200 MONROE STREET,MANHATTAN,NY,10002",-73.9840589,40.7123543,"200 monroe st, new york, ny 10002, usa"
01M696,Consultant Program,,.,,,,,,,,Richard Repaci,Veronica Vega,Bard High School Early College,"525 EAST HOUSTON STREET,MANHATTAN,NY,10002",-73.9760746,40.7180919,"525 e houston st, new york, ny 10002, usa"
02M001,Consultant Program,,.,,,,,,,,Richard Repaci,Melinda Fuentes,P.S. 001 Alfred E. Smith,"8 HENRY STREET,MANHATTAN,NY,10038",-73.9976565,40.7125894,"8 henry st, new york, ny 10038, usa"
02M006,Consultant Program,,.,,,,,,,,Richard Repaci,Melinda Fuentes,P.S. 006 Lillie D. Blake,"45 EAST  81 STREET,MANHATTAN,NY,10028",-73.9605501,40.7776435,"45 e 81st st, new york, ny 10028, usa"
02M033,Consultant Program,,.,,,,,,,,Richard Repaci,Grace Peluso,P.S. 033 Chelsea Prep,"281 9 AVENUE,MANHATTAN,NY,10001",-74.000319,40.7490291,"281 9th ave, new york, ny 10001, usa"
02M042,Consultant Program,,.,,,,,,,,Richard Repaci,Shumekia Conley,Jill Chaifetz Transfer High School,"778 FOREST AVENUE,BRONX,NY,10456",-73.9053941,40.8186399,"778 forest ave, the bronx, ny 10456, usa"
02M047,Consultant Program,,.,,,,,,,,Richard Repaci,Grace Peluso,47 The American Sign Language and English Secondary School,"223 EAST 23 STREET,MANHATTAN,NY,10010",-73.9814014,40.7387769,"223 e 23rd st, new york, ny 10010, usa"
02M059,Consultant Program,,.,,,,,,,,Richard Repaci,Veronica Vega,P.S. 059 Beekman Hill International,"231-249 EAST 56 STREET,MANHATTAN,NY,10019",-73.966183,40.759213,"231 e 56th st, new york, ny 10022, usa"
02M089,Consultant Program,,.,,,,,,,,Richard Repaci,Shumekia Conley,P.S. 89,"201 WARREN STREET,MANHATTAN,NY,10282",-74.013597,40.7169119,"201 warren st, new york, ny 10282, usa"
02M104,Consultant Program,,.,,,,,,,,Richard Repaci,Grace Peluso,J.H.S. 104 Simon Baruch,"330 EAST  21 STREET,MANHATTAN,NY,10010",-73.9805744,40.7358068,"330 e 21st st, new york, ny 10010, usa"
02M124,Consultant Program,,.,,,,,,,,Richard Repaci,Shumekia Conley,P.S. 124 Yung Wing,"40 DIVISION STREET,MANHATTAN,NY,10002",-73.9955257,40.7144262,"40 division st, new york, ny 10002, usa"
02M130,Consultant Program,,.,,,,,,,,Richard Repaci,Shumekia Conley,P.S. 130 Hernando De Soto,"143 BAXTER STREET,MANHATTAN,NY,10013",-73.9982914,40.7188532,"p.s. 130 hernando de soto, 143 baxter st, new york, ny 10013, usa"
02M131,Consultant Program,,.,,,,,,,,Richard Repaci,Veronica Vega,M.S. 131,"100 HESTER STREET,MANHATTAN,NY,10002",-73.9933849,40.7161943,"100 hester st, new york, ny 10002, usa"
02M135,Consultant Program,,.,,,,,,,,Marcia Chichester- IC,Danielle Lambert,The Urban Assembly School for Emergency Management,"411 PEARL STREET,MANHATTAN,NY,10038",-74.0013216,40.7110316,"411 pearl st, new york, ny 10038, usa"
02M139,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Lachelle Dungee,Careers in Sports High School,"730 CONCOURSE VILLAGE WEST,BRONX,NY,10451",-73.9235453,40.8225734,"730 concourse village w, the bronx, ny 10451, usa"
02M212,Consultant Program,,.,,,,,,,,Richard Repaci,Melinda Fuentes,I.S. 584,"600 SAINT ANN'S AVENUE,BRONX,NY,10455",-73.9120169,40.8148083,"600 st ann's ave, the bronx, ny 10455, usa"
02M280,Consultant Program,,.,,,,,,,,Marcia Chichester- IC,Danielle Lambert,Manhattan Early College School for Advertising,"411 PEARL STREET,MANHATTAN,NY,10038",-74.0013216,40.7110316,"411 pearl st, new york, ny 10038, usa"
02M281,Consultant Program,,.,,,,,,,,Richard Repaci,Veronica Vega,The River School,"425 EAST 35TH STREET,MANHATTAN,NY,10016",-73.9724635,40.7444653,"425 e 35th st, new york, ny 10016, usa"
02M282,Consultant Program,,.,,,,,,,,Marcia Chichester- IC,Danielle Lambert,Urban Assembly Maker Academy,"411 PEARL STREET,MANHATTAN,NY,10038",-74.0013216,40.7110316,"411 pearl st, new york, ny 10038, usa"
02M289,Consultant Program,,.,,,,,,,,Richard Repaci,Shumekia Conley,I.S. 289,"201 WARREN STREET,MANHATTAN,NY,10282",-74.013597,40.7169119,"201 warren st, new york, ny 10282, usa"
02M290,Consultant Program,,.,,,,,,,,Richard Repaci,Grace Peluso,P.S. 290 Manhattan New School,"311 EAST  82 STREET,MANHATTAN,NY,10028",-73.9528356,40.7751576,"311 e 82nd st, new york, ny 10028, usa"
02M296,PIP,X,William F Ryan,,,,,,,,,,High School of Hospitality Management,"525 WEST  50TH STREET,MANHATTAN,NY,10019",-73.9931036,40.7656384,"525 w 50th st, new york, ny 10019, usa"
02M297,Consultant Program,,.,,,,,,,,Richard Repaci,Grace Peluso,J.H.S. 123 James M. Kieran,"1025 MORRISON AVENUE,BRONX,NY,10472",-73.8739048,40.8249888,"1025 morrison ave, the bronx, ny 10472, usa"
02M298,Consultant Program,,.,,,,,,,,Richard Repaci,Veronica Vega,J.H.S. 131 Albert Einstein,"885 BOLTON AVENUE,BRONX,NY,10473",-73.8598551,40.8232367,"885 bolton ave, the bronx, ny 10473, usa"
02M316,Consultant Program,,.,,,,,,,,Richard Repaci,Shumekia Conley,Bronx Studio School for Writers and Artists,"928 SIMPSON STREET,BRONX,NY,10459",-73.8930381,40.8203827,"928 simpson st, the bronx, ny 10459, usa"
02M343,Consultant Program,,.,,,,,,,,Richard Repaci,Shumekia Conley,The Peck Slip School,"1 PECK SLIP,MANHATTAN,NY,10038",-74.0018264,40.7085785,"1 peck slip, new york, ny 10038, usa"
02M393,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Lachelle Dungee,Business Of Sports School,"439 WEST 49TH STREET,MANHATTAN,NY,10019",-73.9908346,40.7639993,"439 w 49th st, new york, ny 10019, usa"
02M394,Consultant Program,,.,,,,,,,,Richard Repaci,Veronica Vega,M.S. 301 Paul L. Dunbar,"890 CAULDWELL AVENUE,BRONX,NY,10456",-73.9067316,40.8225181,"890 cauldwell ave, the bronx, ny 10456, usa"
02M397,Consultant Program,,.,,,,,,,,Richard Repaci,Shumekia Conley,Spruce Street School,"12 SPRUCE STREET,MANHATTAN,NY,10038",-74.0053612,40.7110565,"12 spruce st, new york, ny 10038, usa"
02M408,Consultant Program,,.,,,,,,,,richard Repaci,Grace Peluso,Professional Performing Arts High School,"328 WEST  48 STREET,MANHATTAN,NY,10036",-73.9886092,40.761226,"328 w 48th st, new york, ny 10036, usa"
02M411,Consultant Program,,.,,,,,,,,Richard Repaci,Grace Peluso,Baruch College Campus High School,"55 EAST  25 STREET,MANHATTAN,NY,10010",-73.9858992,40.741968,"55 e 25th st, new york, ny 10010, usa"
02M412,Consultant Program,,.,,,,,,,,Richard Repaci,Lauren D’Melo,N.Y.C. Lab School for Collaborative Studies,"333 WEST  17 STREET,MANHATTAN,NY,10011",-74.0022418,40.7425099,"333 w 17th st, new york, ny 10011, usa"
02M413,Consultant Program,,.,,,,,,,,Jessica McJunkin-Flatts- IC,Celene Izean,School of the Future High School,"127 EAST  22 STREET,MANHATTAN,NY,10010",-73.9853486,40.7391109,"127 e 22nd st, new york, ny 10010, usa"
02M414,Consultant Program,,.,,,,,,,,Richard Repaci,Lauren D’Melo,N.Y.C. Museum School,"333 WEST  17 STREET,MANHATTAN,NY,10011",-74.0022418,40.7425099,"333 w 17th st, new york, ny 10011, usa"
02M425,PIP,,.,,,,,,,,,,Leadership and Public Service High School,"90 TRINITY PLACE,MANHATTAN,NY,10006",-74.012431,40.708961,"90 trinity pl, new york, ny 10006, usa"
02M439,Consultant Program,,.,,,,,,,,Richard Repaci,Veronica Vega,Urban Institute of Mathematics,"650 HOLLYWOOD AVENUE,BRONX,NY,10465",-73.8182885,40.8269794,"650 hollywood ave, the bronx, ny 10465, usa"
02M489,Consultant Program,,.,,,,,,,,Richard Repaci,Shumekia Conley,The Bronx Mathematics Preparatory School,"456 WHITE PLAINS ROAD,BRONX,NY,10473",-73.8560573,40.814901,"456 white plains rd, the bronx, ny 10473, usa"
02M507,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Lachelle Dungee,Urban Assembly Gateway School for Technology,"439 WEST 49TH STREET,MANHATTAN,NY,10019",-73.9908346,40.7639993,"439 w 49th st, new york, ny 10019, usa"
02M520,PIP,,.,X,Association to Benefit Children,X,,,,,,,Murry Bergtraum High School for Business Careers,"411 PEARL STREET,MANHATTAN,NY,10038",-74.0013216,40.7110316,"411 pearl st, new york, ny 10038, usa"
02M527,Consultant Program,,.,,,,,,,,Richard Repaci,Grace Peluso,P.S. 527 - East Side School for Social Action,"323 EAST 91 STREET,MANHATTAN,NY,10128",-73.947945,40.7805758,"323 e 91st st, new york, ny 10128, usa"
02M529,PIP,,.,,,,,,,,,,Jacqueline Kennedy Onassis High School,"120 WEST  46 STREET,MANHATTAN,NY,10036",-73.9835118,40.7576045,"120 w 46th st, new york, ny 10036, usa"
02M534,Consultant Program,,.,,,,,,,,Jessica McJunkin-Flatts- IC,Celene Izean,Herbert H. Lehman High School,"3000 EAST TREMONT AVENUE,BRONX,NY,10461",-73.8379549,40.8398166,"3000 e tremont ave, the bronx, ny 10461, usa"
02M544,Consultant Program,,.,,,,,,,,Richard Repaci,Grace Peluso,Bronx Academy for Multimedia,"730 BRYANT AVENUE,BRONX,NY,10474",-73.8853003,40.8157147,"730 bryant ave, the bronx, ny 10474, usa"
02M551,Consultant Program,,.,,,,,,,,Marcia Chichester- IC,Danielle Lambert,Urban Assembly New York Harbor School,"10 SOUTH STREET, SLIP 7,MANHATTAN,NY,10004",-74.0116309,40.7012772,"10 south st #4, new york, ny 10004, usa"
02M560,Consultant Program,,.,,,,,,,,Marcia Chichester- IC,Danielle Lambert,Soundview Academy for Culture and Scholarship,"885 BOLTON AVENUE,BRONX,NY,10473",-73.8598551,40.8232367,"885 bolton ave, the bronx, ny 10473, usa"
02M575,Consultant Program,,.,,,,,,,,Richard Repaci,Shumekia Conley,Manhattan Comprehensive Night and Day High School,"240 2 AVENUE,MANHATTAN,NY,10003",-73.9844033,40.7326568,"240 2nd ave, new york, ny 10003, usa"
02M580,Consultant Program,,.,,,,,,,,Richard Repaci,Shumekia Conley,Mott Hall Community School,"650 HOLLYWOOD AVENUE,BRONX,NY,10465",-73.8182885,40.8269794,"650 hollywood ave, the bronx, ny 10465, usa"
02M615,Consultant Program,,.,,,,,,,,Richard Repaci,Grace Peluso,Longwood Preparatory Academy,"965 LONGWOOD AVENUE,BRONX,NY,10459",-73.8978152,40.8178276,"965 longwood ave, the bronx, ny 10459, usa"
02M630,Consultant Program,,.,,,,,,,,Richard Repaci,Veronica Vega,Art and Design High School,"231-249 EAST 56 STREET,MANHATTAN,NY,10019",-73.966183,40.759213,"231 e 56th st, new york, ny 10022, usa"
02M655,Consultant Program,,.,,,,,,,,Richard Repaci,Melinda Fuentes,Life Sciences Secondary School,"320 EAST  96 STREET,MANHATTAN,NY,10128",-73.9460393,40.7832167,"320 e 96th st, new york, ny 10128, usa"
02M896,Consultant Program,,.,,,,,,,,Richard Repaci,Shumekia Conley,Lower Manhattan Community Middle School,"26 BROADWAY,MANHATTAN,NY,10004",-74.0131178,40.7055092,"26 broadway, new york, ny 10004, usa"
02M933,Consultant Program,,.,,,,,,,,Richard Repaci,Lauren D’Melo,City Knoll Middle School,"425 WEST 33RD STREET,MANHATTAN,NY,10001",-73.9979279,40.7534006,"425 w 33rd st, new york, ny 10001, usa"
03M009,Consultant Program,,.,,,,,,,,Richard Repaci,Lauren D’Melo,P.S. 009 Sarah Anderson,"100 WEST  84 STREET,MANHATTAN,NY,10024",-73.973866,40.7850907,"100 w 84th st, new york, ny 10024, usa"
03M075,Consultant Program,,.,,,,,,,,Richard Repaci,Shackola Symons,J.H.S. 022 Jordan L. Mott,"270 EAST 167 STREET,BRONX,NY,10456",-73.9139387,40.8324496,"270 e 167th st, the bronx, ny 10456, usa"
03M076,Consultant Program,,.,,,,,,,,Richard Repaci,Shackola Symons,P.S. 076 A. Philip Randolph,"220 WEST 121 STREET,MANHATTAN,NY,10027",-73.9511366,40.8065013,"220 w 121st st, new york, ny 10027, usa"
03M087,Consultant Program,,.,,,,,,,,Richard Repaci,Lauren D’Melo,P.S. 042 Claremont,"1537 WASHINGTON AVENUE,BRONX,NY,10457",-73.9030255,40.8385594,"1537 washington ave, the bronx, ny 10457, usa"
03M149,Community School,,.,X,NY Foundling,X,Renewal,,,,,,P.S. 149 Sojourner Truth,"41 WEST 117 STREET,MANHATTAN,NY,10026",-73.9482563,40.8026661,"41 w 117th st, new york, ny 10026, usa"
03M163,Consultant Program,,.,,,,,,,,Richard Repaci,Shackola Symons,P.S. 163 Alfred E. Smith,"163 WEST  97 STREET,MANHATTAN,NY,10025",-73.9684479,40.7948887,"163 w 97th st, new york, ny 10025, usa"
03M165,Consultant Program,,.,,,,,,,,Richard Repaci,Shackola Symons,P.S. 055 Benjamin Franklin,"450 SAINT PAUL'S PLACE,BRONX,NY,10456",-73.9048821,40.8361368,"450 st pauls pl, the bronx, ny 10456, usa"
03M191,Consultant Program,,.,,,,,,,,Richard Repaci,Lauren D’Melo,The Riverside School for Makers and Artists,"300 WEST 61ST STREET,NEW YORK,NY,10023",-73.9900749,40.7729791,"300 w 61st st, new york, ny 10023, usa"
03M199,Consultant Program,,.,,,,,,,,Richard Repaci,Lauren D’Melo,I.S. 117 Joseph H. Wade,"1865 MORRIS AVENUE,BRONX,NY,10453",-73.9087458,40.8485793,"1865 morris ave, the bronx, ny 10460, usa"
03M241,Consultant Program,,.,,,,,,,,Richard Repaci,Shackola Symons,STEM Institute of Manhattan,"240 WEST 113 STREET,MANHATTAN,NY,10026",-73.9554071,40.8016724,"240 w 113th st, new york, ny 10026, usa"
03M242,Consultant Program,,.,,,,,,,,Richard Repaci,Shackola Symons,P.S. 242 - The Young Diplomats Magnet Academy,"134 WEST 122 STREET,MANHATTAN,NY,10027",-73.9487487,40.8063157,"134 w 122nd st, new york, ny 10027, usa"
03M245,Consultant Program,,.,,,,,,,,Richard Repaci,Lauren D’Melo,M.S. M245 The Computer School,"100 WEST  77 STREET,MANHATTAN,NY,10024",-73.9777228,40.7809326,"100 w 77th st, new york, ny 10024, usa"
03M250,Consultant Program,,.,,,,,,,,Richard Repaci,Shackola Symons,I.S. 219 New Venture School,"3630 THIRD AVENUE,BRONX,NY,10456",-73.9039243,40.8338446,"3630 3rd ave, the bronx, ny 10456, usa"
03M291,Consultant Program,,.,,,,,,,,Richard Repaci- IC,Woodjerry Louis,Bronx Collegiate Academy,"240 EAST 172 STREET,BRONX,NY,10457",-73.9111588,40.8398672,"240 e 172nd st, the bronx, ny 10457, usa"
03M415,Community School,,.,Pending,NY Foundling,Pending,Renewal,,,,,,Wadleigh Secondary School for the Performing & Visual Arts,"215 WEST 114 STREET,MANHATTAN,NY,10026",-73.9541403,40.8025744,"215 w 114th st, new york, ny 10026, usa"
03M452,Consultant Program,,.,,,,,,,,Richard Repaci,Lauren D’Melo,Eagle Academy for Young Men,"4143 THIRD AVENUE,BRONX,NY,10457",-73.8972161,40.845289,"4143 3rd ave, the bronx, ny 10457, usa"
03M479,Consultant Program,,.,,,,,,,,Richard Repaci- IC,Woodjerry Louis,Beacon High School,"522 WEST 44TH STREET,NEW YORK,NY,10036",-73.9961394,40.761364,"522 w 44th st, new york, ny 10036, usa"
03M859,Consultant Program,,.,,,,,,,,Richard Repaci,Lauren D’Melo,Special Music School,"129 WEST  67 STREET,MANHATTAN,NY,10023",-73.98298,40.7752559,"129 w 67th st, new york, ny 10023, usa"
03M862,Consultant Program,,.,,,,,,,,Richard Repaci,Shackola Symons,Mott Hall II,"234 WEST 109 STREET,MANHATTAN,NY,10025",-73.9660602,40.8026474,"234 w 109th st, new york, ny 10025, usa"
04M038,Community School,X,Mount Sinai Pediatrics,,,,Other,,,,,,P.S. 38 Roberto Clemente,"232 EAST 103 STREET,MANHATTAN,NY,10029",-73.9448453,40.7886777,"232 e 103rd st, new york, ny 10029, usa"
04M096,Community School,,.,X,NY Foundling,X,Other,,,,,,P.S. 096 Joseph Lanzetta,"216 EAST 120 STREET,MANHATTAN,NY,10035",-73.9373659,40.8000808,"216 e 120th st, new york, ny 10035, usa"
04M310,Consultant Program,,.,,,,,,,,Richard Repaci,Veronica Vega,THE JUDITH S. KAYE HIGH SCHOOL,"321 EAST  96 STREET,MANHATTAN,NY,10128",-73.9451009,40.7838943,"321 e 96th st, new york, ny 10128, usa"
04M375,Consultant Program,,.,,,,,,,,Richard Repaci,Lauren D’Melo,Mosaic Preparatory Academy,"141 EAST 111 STREET,MANHATTAN,NY,10029",-73.9446616,40.7959016,"141 e 111th st, new york, ny 10029, usa"
04M377,Community School,X,East Harlem Council For Human Services,,,,Rise,,,X,,,Renaissance School of the Arts,"319 EAST 117 STREET,MANHATTAN,NY,10035",-73.936074,40.7975709,"319 e 117th st, new york, ny 10035, usa"
04M610,Consultant Program,,.,,,,,,,,Richard Repaci- IC,Woodjerry Louis,Young Women's Leadership School,"105 EAST 106TH STREET,NEW YORK,NY,10029",-73.947168,40.792935,"105 e 106th st, new york, ny 10029, usa"
04M680,PIP,,.,,,,,,,,,,"Heritage School, The","1680 LEXINGTON AVENUE,MANHATTAN,NY,10029",-73.9468659,40.7918963,"1680 lexington ave, new york, ny 10029, usa"
04M964,Community School,,.,,,,Other,,,,,,Central Park East II,"433 EAST 100 STREET,MANHATTAN,NY,10029",-73.9410603,40.7850415,"433 e 100th st, new york, ny 10029, usa"
05M030,Consultant Program,X,H+H Gotham,,,,,,,,Richard Repaci,Grace Peluso,The Walton Avenue School,"1425 WALTON AVENUE,BRONX,NY,10452",-73.9157284,40.8403454,"1425 walton ave, the bronx, ny 10452, usa"
05M092,Consultant Program,,.,,,,,,,,Richard Repaci,Melinda Fuentes,Morris Academy for Collaborative Studies,"1110 BOSTON ROAD,BRONX,NY,10456",-73.9045097,40.8273033,"1110 boston rd, the bronx, ny 10456, usa"
05M123,Community School,,.,X,Graham Windham,X,Renewal,,,,,,P.S. 123 Mahalia Jackson,"301 WEST 140 STREET,MANHATTAN,NY,10030",-73.9443402,40.8203373,"301 w 140th st, new york, ny 10030, usa"
05M125,Consultant Program,,.,,,,,,,,Richard Repaci,Shackola Symons,P.S. 125 Ralph Bunche,"425 WEST 123 STREET,MANHATTAN,NY,10027",-73.956061,40.810687,"425 w 123rd st, new york, ny 10027, usa"
05M129,Consultant Program,,.,,,,,,,,Richard Repaci,Shumekia Conley,Lucero Elementary School,"1425 WALTON AVENUE,BRONX,NY,10452",-73.9157284,40.8403454,"1425 walton ave, the bronx, ny 10452, usa"
05M133,Consultant Program,,.,,,,,,,,richard Repaci,Lauren D’Melo,I.S. 313 School of Leadership Development,"1600 WEBSTER AVENUE,BRONX,NY,10457",-73.904446,40.840565,"1600 webster ave, the bronx, ny 10457, usa"
05M154,Community School,,.,X,Astor,,AIDP,,,,,,P.S. 154 Harriet Tubman,"250 WEST 127 STREET,MANHATTAN,NY,10027",-73.9487487,40.8106338,"250 w 127th st, new york, ny 10027, usa"
05M175,Consultant Program,,.,,,,,,,,Richard Repaci,Lauren D’Melo,P.S. 175 Henry H Garnet,"175 WEST 134 STREET,MANHATTAN,NY,10030",-73.9421359,40.8140101,"175 w 134th st, new york, ny 10030, usa"
05M194,Community School,,.,,Astor,,Renewal,,,,,,P.S. 194 Countee Cullen,"244 WEST 144 STREET,MANHATTAN,NY,10030",-73.9406204,40.8212338,"244 w 144th st, new york, ny 10030, usa"
05M197,Consultant Program,X,H+H Gotham,,,,,,,,Richard Repaci,Melinda Fuentes,Bronx Early College Academy for Teaching & Learning,"250 EAST 164 STREET,BRONX,NY,10456",-73.9175196,40.8280778,"250 e 164th st, the bronx, ny 10456, usa"
05M200,Consultant Program,X,H+H Gotham,,,,,,,,Richard Repaci,Melinda Fuentes,P.S. 200- The James McCune Smith School,"2589 7 AVENUE,MANHATTAN,NY,10039",-73.9357066,40.823733,"2589 adam clayton powell jr blvd, new york, ny 10039, usa"
05M499,Consultant Program,X,H+H Gotham,,,,,,,,Richard Repaci,Shumekia Conley,New Millennium Business Academy Middle School,"1000 TELLER AVENUE,BRONX,NY,10456",-73.9141928,40.8279,"1000 teller ave, the bronx, ny 10456, usa"
05M517,Consultant Program,,.,,,,,,,,Richard Repaci,Shackola Symons,DreamYard Preparatory School,"240 EAST 172 STREET,BRONX,NY,10457",-73.9111588,40.8398672,"240 e 172nd st, the bronx, ny 10457, usa"
06M008,Consultant Program,,Children's Aid Society,,,,,,,,Richard Repaci,Melinda Fuentes,I.S. 339,"1600 WEBSTER AVENUE,BRONX,NY,10457",-73.904446,40.840565,"1600 webster ave, the bronx, ny 10457, usa"
06M028,Consultant Program,,.,,,,,,,,Richard Repaci,Melinda Fuentes,P.S. 028 Wright Brothers,"475 WEST 155 STREET,MANHATTAN,NY,10032",-73.9423196,40.8319203,"475 w 155th st, new york, ny 10032, usa"
06M098,Consultant Program,,.,,,,,,,,Richard Repaci,Melinda Fuentes,P.S. 098 Shorac Kappock,"512 WEST 212 STREET,MANHATTAN,NY,10034",-73.9176573,40.8678429,"512 w 212th st, new york, ny 10034, usa"
06M115,Consultant Program,,.,,,,,,,,Richard Repaci,Melinda Fuentes,P.S. 115 Alexander Humboldt,"586 WEST 177 STREET,MANHATTAN,NY,10033",-73.9350222,40.8462428,"586 w 177th st, new york, ny 10033, usa"
06M132,Community School,X,.,,NY Foundling,,Renewal,,,,,,P.S. 132 Juan Pablo Duarte,"185 WADSWORTH AVENUE,MANHATTAN,NY,10033",-73.9339155,40.8505665,"185 wadsworth ave, new york, ny 10033, usa"
06M178,Consultant Program,,.,,,,,,,,Richard Repaci,Veronica Vega,Professor Juan Bosch Public School,"12-18 ELLWOOD STREET,MANHATTAN,NY,10040",-73.9282207,40.859308,"12 ellwood st, new york, ny 10040, usa"
06M223,Consultant Program,,.,,,,,,,,Richard Repaci,Melinda Fuentes,Bronx High School of Business,"240 EAST 172 STREET,BRONX,NY,10457",-73.9111588,40.8398672,"240 e 172nd st, the bronx, ny 10457, usa"
06M278,Consultant Program,,.,,,,,,,,Richard Repaci,Veronica Vega,Paula Hedbavny School,"421 W 219TH ST,MANHATTAN,NY,10034",-73.9122076,40.8714909,"421 w 219th st, new york, ny 10034, usa"
06M366,Consultant Program,,.,,,,,,,,Richard Repaci,Veronica Vega,Washington Heights Academy,"202 SHERMAN AVE,MANHATTAN,NY,10034",-73.9216073,40.8655288,"messiah mission church, 202 sherman ave, new york, ny 10034, usa"
06M368,Consultant Program,,.,,,,,,,,Richard Repaci,Melinda Fuentes,Hamilton Heights School,"1750 AMSTERDAM AVENUE,MANHATTAN,NY,10031",-73.9476465,40.8266666,"1750 amsterdam ave, new york, ny 10031, usa"
06M423,Community School,X,New York-Presbyterian,,Astor,,AIDP,,,,,,High School for Excellence and Innovation,"650 ACADEMY STREET,MANHATTAN,NY,10034",-73.925157,40.8659143,"650 academy st, new york, ny 10034, usa"
06M463,Community School,X,New York-Presbyterian,,Astor,,AIDP,,,,,,High School for Media and Communications,"549 AUDUBON AVENUE,MANHATTAN,NY,10040",-73.9260333,40.8558937,"549 audubon ave, new york, ny 10040, usa"
06M468,Community School,X,New York-Presbyterian,,Astor,,AIDP,,,,,,High School for Health Careers and Sciences,"549 AUDUBON AVENUE,MANHATTAN,NY,10040",-73.9260333,40.8558937,"549 audubon ave, new york, ny 10040, usa"
06M528,Community School,,.,,Astor,,RISE,,,,,,I.S. 528 Bea Fuller Rodgers School,"180 WADSWORTH AVENUE,MANHATTAN,NY,10033",-73.9346503,40.8506712,"180 wadsworth ave, new york, ny 10033, usa"
07X001,Consultant Program,,.,,,,,,,,Kimberly Amazu,Reenee Richards,P.S. 001 Courtlandt School,"335 EAST 152 STREET,BRONX,NY,10451",-73.9196027,40.8190469,"335 e 152nd st, the bronx, ny 10451, usa"
07X005,Consultant Program,,.,,,,,,,,Kimberly Amazu,Kimberly Amazu IC,P.S. 5 Port Morris,"564 JACKSON AVENUE,BRONX,NY,10455",-73.9085228,40.8135432,"564 jackson ave, the bronx, ny 10455, usa"
07X030,Consultant Program,,.,,,,,,,,Kimberly Amazu,Reenee Richards,Frederick Douglass Academy III Secondary School,"3630 THIRD AVENUE,BRONX,NY,10456",-73.9039243,40.8338446,"3630 3rd ave, the bronx, ny 10456, usa"
07X031,Consultant Program,,.,,,,,,,,Kimberly Amazu,Reenee Richards,Bronx Leadership Academy High School,"1710 WEBSTER AVENUE,BRONX,NY,10457",-73.9031094,40.8434287,"1710 webster ave, the bronx, ny 10457, usa"
07X043,Consultant Program,,.,,,,,,,,Kimberly Amazu,Kimberly Amazu IC,P.S. 043 Jonas Bronck,"165 BROWN PLACE,BRONX,NY,10454",-73.9214917,40.8063033,"165 brown pl, the bronx, ny 10454, usa"
07X065,Consultant Program,,.,X,,,,,,,Kimberly Amazu,Reenee Richards,P.S. 065 Mother Hale Academy,"677 EAST 141 STREET,BRONX,NY,10454",-73.912743,40.8076622,"677 e 141st st, the bronx, ny 10454, usa"
07X151,Consultant Program,,.,,,,,,,,Kimberly Amazu,Reenee Richards,J.H.S. 151 Lou Gehrig,"250 EAST 156 STREET,BRONX,NY,10451",-73.9215612,40.8224876,"250 e 156th st, the bronx, ny 10451, usa"
07X154,Community School,,.,X,Astor,X,RISE,,,,,,P.S. 154 Jonathan D. Hyatt,"333 EAST 135 STREET,BRONX,NY,10454",-73.9257407,40.8082435,"333 e 135th st, the bronx, ny 10454, usa"
07X157,Consultant Program,,.,,,,,,,,Kimberly Amazu,Kimberly Amazu IC,P.S. 157 Grove Hill,"757 CAULDWELL AVENUE,BRONX,NY,10456",-73.9092762,40.8193435,"757 cauldwell ave, the bronx, ny 10456, usa"
