School DBN,Type of School,Article.28,Article.28.Name,Article.31.Clininc.Onsite,Article.31.Provider,Funded.Article.31.Clinic,Community.School.w..MH.Funding,SRT,Promise.Zone,X100.Schools.Project,School.MH.Supervisor,School.MH.Consultant,School.Name,Address,lon,lat,geoAddress
19K583,Community School,X,Northwell LIJ,,,,Renewal,,,,,,Multicultural High School,"999 JAMAICA AVENUE,BROOKLYN,NY,11208",-73.8690129,40.692915,"999 jamaica ave, brooklyn, ny 11208, usa"
19K615,Consultant Program,,.,,,,,,,,Jessica McJunkin-Flatts,Jessica McJunkin-Flatts,Transit Tech Career and Technical Education High School,"1 WELLS STREET,BROOKLYN,NY,11208",-73.8753066,40.6788665,"1 wells st, brooklyn, ny 11208, usa"
19K639,Community School,X,Northwell LIJ,,,,AIDP,,,,,,Brooklyn Lab School,"999 JAMAICA AVENUE,BROOKLYN,NY,11208",-73.8690129,40.692915,"999 jamaica ave, brooklyn, ny 11208, usa"
19K659,Community School,X,Northwell LIJ,,,,RISE,,,,,,Cypress Hills Collegiate Preparatory School,"999 JAMAICA AVENUE,BROOKLYN,NY,11208",-73.8690129,40.692915,"999 jamaica ave, brooklyn, ny 11208, usa"
19K660,Consultant Program,,.,,,,,,,,Jessica McJunkin-Flatts,Yasmin Potts-Thomas,Pan American International High School,"45-10 94TH STREET,QUEENS,NY,11373",-73.871482,40.743204,"45-10 94th st, flushing, ny 11373, usa"
19K663,Consultant Program,,.,,,,,,,,Jessica McJunkin-Flatts,Yasmin Potts-Thomas,School of the Future Brooklyn,"574 DUMONT AVENUE,BROOKLYN,NY,11207",-73.8976315,40.6655954,"574 dumont ave, brooklyn, ny 11207, usa"
19K678,Consultant Program,,.,,,,,,,,Jessica McJunkin-Flatts,Haelinn Seu,Grover Cleveland High School,"21-27 HIMROD STREET,QUEENS,NY,11385",-73.9091661,40.7116318,"21-27 himrod st, flushing, ny 11385, usa"
19K760,Consultant Program,,.,,,,,,,,Jessica McJunkin-Flatts,Haelinn Seu,Highland Park Community School,"528 RIDGEWOOD AVENUE,BROOKLYN,NY,11208",-73.8693804,40.6858609,"528 ridgewood ave, brooklyn, ny 11208, usa"
20K030,Consultant Program,,.,,,,,,,,Heather D' Auria,Daniel Fayerberg,P.S./I.S. 30 Mary White Ovington,"7002 4TH AVENUE,BROOKLYN,NY,11209",-74.0242775,40.6335649,"7002 4th ave, brooklyn, ny 11209, usa"
20K048,Consultant Program,,.,,,,,,,,Heather D' Auria,Keitha Rhoden,P.S. 048 Mapleton,"6015 18 AVENUE,BROOKLYN,NY,11204",-73.9873187,40.6214814,"6015 18th ave, brooklyn, ny 11204, usa"
20K062,Consultant Program,,.,,,,,,,,Heather D' Auria,Keitha Rhoden,Queens Technical High School,"37-02 47 AVENUE,QUEENS,NY,11101",-73.9279565,40.7419452,"37-2 47th ave, long island city, ny 11101, usa"
20K069,Consultant Program,,.,,,,,,,,Heather D' Auria,Keitha Rhoden,P.S. 69 Vincent D. Grippo School,"6302 9TH AVENUE,BROOKLYN,NY,11220",-74.0097243,40.6325625,"6302 9th ave, brooklyn, ny 11220, usa"
20K102,Consultant Program,,.,,,,,,,,Heather D' Auria,Daniel Fayerberg,P.S. 102 The Bayview,"211 72 STREET,BROOKLYN,NY,11209",-74.0290168,40.634563,"211 72nd st, brooklyn, ny 11209, usa"
20K104,Consultant Program,,.,,,,,,,,Heather D' Auria,Keitha Rhoden,P.S./I.S. 104 The Fort Hamilton School,"9115 5 AVENUE,BROOKLYN,NY,11209",-74.0286826,40.6181011,"9115 5th ave, brooklyn, ny 11209, usa"
20K105,Consultant Program,,.,,,,,,,,Heather D' Auria,Keitha Rhoden,J.H.S. 194 William Carr,"154-60 17 AVENUE,QUEENS,NY,11357",-73.806977,40.78322,"154-60 17th ave, flushing, ny 11357, usa"
20K112,Consultant Program,,.,,,,,,,,Heather D' Auria,Keitha Rhoden,P.S. 112 Lefferts Park,"7115 15 AVENUE,BROOKLYN,NY,11228",-74.0005869,40.6193778,"7115 15th ave, brooklyn, ny 11228, usa"
20K127,Consultant Program,,.,,,,,,,,Heather D' Auria,Keitha Rhoden,P.S. 127 Mckinley Park,"7805 7 AVENUE,BROOKLYN,NY,11228",-74.018579,40.6237903,"7805 7th ave, brooklyn, ny 11228, usa"
20K160,Consultant Program,,.,,,,,,,,Heather D' Auria,Keitha Rhoden,P.S. 160 William T. Sampson,"5105 Fort Hamilton Parkway,BROOKLYN,NY,11219",-73.999106,40.6368981,"5105 fort hamilton pkwy, brooklyn, ny 11219, usa"
20K163,Consultant Program,,.,,,,,,,,Heather D' Auria,Donna Poon,P.S. 163 Bath Beach,"109 BAY 14TH STREET,BROOKLYN,NY,11214",-74.0077026,40.6067282,"109 bay 14th st, brooklyn, ny 11214, usa"
20K164,Consultant Program,,.,,,,,,,,Heather D' Auria,Keitha Rhoden,P.S. 164 Caesar Rodney,"4211 14 AVENUE,BROOKLYN,NY,11219",-73.9858036,40.6371629,"4211 14th ave, brooklyn, ny 11219, usa"
20K176,Consultant Program,,.,,,,,,,,Heather D' Auria,Daniel Fayerberg,John Bowne High School,"63-25 MAIN STREET,QUEENS,NY,11367",-73.8239864,40.7383491,"63-25 main st, flushing, ny 11367, usa"
20K179,Consultant Program,,.,,,,,,,,Heather D' Auria,Daniel Fayerberg,Flushing High School,"35-01 UNION STREET,QUEENS,NY,11354",-73.8263806,40.7647714,"35-01 union st, flushing, ny 11354, usa"
20K180,Consultant Program,,.,,,,,,,,Heather D' Auria,Keitha Rhoden,The SEEALL Academy,"5601 16 AVENUE,BROOKLYN,NY,11204",-73.9895684,40.6267129,"5601 16th ave, brooklyn, ny 11204, usa"
20K185,Consultant Program,,.,,,,,,,,Heather D' Auria,Daniel Fayerberg,P.S. 185 Walter Kassenbrock,"8601 RIDGE BOULEVARD,BROOKLYN,NY,11209",-74.0335467,40.6235788,"8601 ridge blvd, brooklyn, ny 11209, usa"
20K186,Consultant Program,,.,,,,,,,,Heather D' Auria,Donna Poon,P.S. 186 Dr. Irving A Gladstone,"7601 19 AVENUE,BROOKLYN,NY,11214",-73.9944809,40.6112005,"7601 19th ave, brooklyn, ny 11214, usa"
20K187,Consultant Program,,.,,,,,,,,Heather D' Auria,Donna Poon,Benjamin N. Cardozo High School,"57-00 223RD STREET,QUEENS,NY,11364",-73.7571324,40.7524027,"57-00 223rd st, bayside, ny 11364, usa"
20K192,Consultant Program,,.,,,,,,,,Heather D' Auria,Keitha Rhoden,Martin Van Buren High School,"230-17 HILLSIDE AVENUE,QUEENS,NY,11427",-73.7391435,40.7336309,"230-17 hillside avenue, queens village, ny 11427, usa"
20K200,Consultant Program,,.,,,,,,,,Heather D' Auria,Donna Poon,"Queens High School of Teaching, Liberal Arts and the Sciences","74-20 COMMONWEALTH BLVD,QUEENS,NY,11426",-73.728799,40.744121,"74-20 commonwealth blvd, jamaica, ny 11426, usa"
20K201,Consultant Program,,.,,,,,,,,Heather D' Auria,Daniel Fayerberg,P.S./M.S 042 R. Vernam,"488 BEACH  66 STREET,QUEENS,NY,11692",-73.7949455,40.594435,"488 beach 66th st, arverne, ny 11692, usa"
20K204,Consultant Program,,.,,,,,,,,Heather D' Auria,Donna Poon,M.S. 053 Brian Piccolo,"10-45 NAMEOKE STREET,QUEENS,NY,11691",-73.7499002,40.6039467,"10-45 nameoke st, far rockaway, ny 11691, usa"
20K205,Consultant Program,,.,X,,,,,,,Heather D' Auria,Donna Poon,P.S. 205 Clarion,"6701 20 AVENUE,BROOKLYN,NY,11204",-73.9870892,40.6147564,"6701 20th ave, brooklyn, ny 11204, usa"
20K223,Consultant Program,,.,,,,,,,,Heather D' Auria,Keitha Rhoden,P.S. 105 The Bay School,"420 BEACH  51 STREET,QUEENS,NY,11691",-73.7815235,40.5959676,"420 beach 51st st, far rockaway, ny 11691, usa"
20K227,Consultant Program,,.,,,,,,,,Heather D' Auria,Daniel Fayerberg,M.S. 137 America's School of Heroes,"109-15 98 STREET,QUEENS,NY,11417",-73.8396521,40.6780703,"109-15 98th st, jamaica, ny 11417, usa"
20K229,Consultant Program,,.,,,,,,,,Heather D' Auria,Donna Poon,P.S. 229 Dyker,"1400 BENSON AVENUE,BROOKLYN,NY,11228",-74.0131655,40.6105585,"1400 benson ave, brooklyn, ny 11228, usa"
20K247,Consultant Program,,.,,,,,,,,Heather D' Auria,Donna Poon,P.S. 247 Brooklyn,"7000 21 AVENUE,BROOKLYN,NY,11204",-73.9873646,40.6121647,"7000 21st ave, brooklyn, ny 11204, usa"
20K259,Consultant Program,,.,,,,,,,,Heather D' Auria,Keitha Rhoden,J.H.S. 259 William McKinley,"7305 FT HAMILTON PARKWAY,BROOKLYN,NY,11228",-74.0149914,40.6264814,"7305 fort hamilton pkwy, brooklyn, ny 11228, usa"
20K264,Consultant Program,,.,,,,,,,,Heather D' Auria,Daniel Fayerberg,P.S. 197 The Ocean School,"825 HICKSVILLE ROAD,QUEENS,NY,11691",-73.7440001,40.5998712,"825 hicksville rd, far rockaway, ny 11691, usa"
20K310,Consultant Program,,.,,,,,,,,Heather D' Auria,Donna Poon,The School For Future Leaders,"942 62ND STREET,BROOKLYN,NY,11219",-74.0075613,40.6321361,"942 62nd st, brooklyn, ny 11219, usa"
20K445,Consultant Program,,.,,,,,,,,Heather D' Auria,Donna Poon,New Utrecht High School,"1601 80 STREET,BROOKLYN,NY,11214",-74.0022651,40.6130954,"1601 80th st, brooklyn, ny 11214, usa"
20K485,Consultant Program,,.,,,,,,,,Richard Repaci- IC,Woodjerry Louis,High School of Telecommunication Arts and Technology,"350 67 STREET,BROOKLYN,NY,11220",-74.0233105,40.6367914,"350 67th st, brooklyn, ny 11220, usa"
20K505,PIP,,.,X,Interborough,X,,,,,,,Franklin Delano Roosevelt High School,"5800 20 AVENUE,BROOKLYN,NY,11204",-73.9825025,40.6213242,"5800 20th ave, brooklyn, ny 11204, usa"
20K609,Consultant Program,,.,,,,,,,,Jessica McJunkin-Flatts- IC,Celene Izean,Urban Assembly School for Criminal Justice,"4200 16 AVENUE,BROOKLYN,NY,11204",-73.9824083,40.6349179,"4200 16th ave, brooklyn, ny 11219, usa"
20K682,Consultant Program,,.,,,,,,,,Heather D' Auria,Donna Poon,The Academy of Talented Scholars,"50 AVENUE P,BROOKLYN,NY,11204",-73.9868516,40.6070076,"50 avenue p, brooklyn, ny 11204, usa"
20K686,Consultant Program,,.,,,,,,,,Heather D' Auria,Donna Poon,Brooklyn School of Inquiry,"50 AVENUE P,BROOKLYN,NY,11204",-73.9868516,40.6070076,"50 avenue p, brooklyn, ny 11204, usa"
20K748,Consultant Program,,.,,,,,,,,Heather D' Auria,Donna Poon,P.S. 748 Brooklyn School for Global Scholars,"1664 BENSON AVENUE,BROOKLYN,NY,11214",-74.0073354,40.6069857,"1664 benson ave, brooklyn, ny 11214, usa"
20K971,Consultant Program,,.,,,,,,,,Heather D' Auria,Daniel Fayerberg,"School of Math, Science, and Healthy Living","6214 4TH AVENUE,BROOKLYN,NY,11220",-74.0203312,40.6395128,"6214 4th ave, brooklyn, ny 11220, usa"
21K090,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Melissa Willner,P.S. 90 Edna Cohen School,"2840 WEST  12 STREET,BROOKLYN,NY,11224",-73.98034,40.5780803,"2840 w 12th st, brooklyn, ny 11224, usa"
21K095,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Eleni Zimiles,P.S. 095 The Gravesend,"345 VAN SICKLEN STREET,BROOKLYN,NY,11223",-73.9747677,40.5960982,"345 van sicklen st, brooklyn, ny 11223, usa"
21K096,Community School,,.,,,,AIDP,,,,,,I.S. 096 Seth Low,"99 AVENUE P,BROOKLYN,NY,11204",-73.9851608,40.6079832,"99 avenue p, brooklyn, ny 11204, usa"
21K097,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Melissa Willner,Rockaway Collegiate High School,"100-00 BEACH CHANNEL DRIVE,QUEENS,NY,11694",-73.8234351,40.5866656,"100-00 beach channel dr, rockaway park, ny 11694, usa"
21K098,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Melissa Willner,I.S. 98 Bay Academy,"1401 EMMONS AVENUE,BROOKLYN,NY,11235",-73.9542591,40.5838219,"1401 emmons ave, brooklyn, ny 11235, usa"
21K099,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Melissa Willner,August Martin High School,"156-10 BAISLEY BOULEVARD,QUEENS,NY,11434",-73.7831781,40.6748926,"156-10 baisley blvd, jamaica, ny 11434, usa"
21K100,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Melissa Willner,Richmond Hill High School,"89-30 114 STREET,QUEENS,NY,11418",-73.8339115,40.6949961,"89-30 114th st, richmond hill, ny 11418, usa"
21K101,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Maribel Haralampopoulos,John Adams High School,"101-01 ROCKAWAY BOULEVARD,QUEENS,NY,11417",-73.8369699,40.6786025,"101-01 rockaway blvd, jamaica, ny 11417, usa"
21K128,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Maribel Haralampopoulos,J.H.S. 008 Richard S. Grossley,"108-35 167 STREET,QUEENS,NY,11433",-73.7864872,40.697147,"108-35 167th st, jamaica, ny 11433, usa"
21K153,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Melissa Willner,P.S. 153 Homecrest,"1970 HOMECREST AVENUE,BROOKLYN,NY,11229",-73.9599991,40.6011615,"1970 homecrest ave, brooklyn, ny 11229, usa"
21K199,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Melissa Willner,P.S. 199 Frederick Wachtel,"1100 ELM AVENUE,BROOKLYN,NY,11230",-73.9631339,40.6165667,"1100 elm ave, brooklyn, ny 11230, usa"
21K212,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Eleni Zimiles,P.S. 212 Lady Deborah Moody,"87 BAY  49 STREET,BROOKLYN,NY,11214",-73.98562,40.5875384,"87 bay 49th st, brooklyn, ny 11214, usa"
21K215,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Eleni Zimiles,P.S. 215 Morris H. Weiss,"415 AVENUE S,BROOKLYN,NY,11223",-73.9699019,40.6026062,"415 avenue s, brooklyn, ny 11223, usa"
21K216,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Eleni Zimiles,P.S. 216 Arturo Toscanini,"350 AVENUE X,BROOKLYN,NY,11223",-73.9698713,40.5902191,"350 avenue x, brooklyn, ny 11223, usa"
21K225,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Melissa Willner,P.S. K225 - The Eileen E. Zaglin,"1075 OCEAN VIEW AVENUE,BROOKLYN,NY,11235",-73.9560103,40.57981,"1075 ocean view ave, brooklyn, ny 11235, usa"
21K226,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Eleni Zimiles,J.H.S. 217 Robert A. Van Wyck,"85-05 144 STREET,QUEENS,NY,11435",-73.8118746,40.7105094,"85-05 144th st, jamaica, ny 11435, usa"
21K228,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Eleni Zimiles,I.S. 228 David A. Boody,"228 AVENUE S,BROOKLYN,NY,11223",-73.9770341,40.6006781,"228 avenue s, brooklyn, ny 11223, usa"
21K238,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Eleni Zimiles,P.S. 238 Anne Sullivan,"1633 EAST  8 STREET,BROOKLYN,NY,11223",-73.9646827,40.6086363,"1633 e 8th st, brooklyn, ny 11223, usa"
21K239,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Eleni Zimiles,Queens Collegiate: A College Board School,"167-01 GOTHIC DRIVE,QUEENS,NY,11432",-73.7982524,40.7144332,"167-01 gothic dr, jamaica, ny 11432, usa"
21K253,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Melissa Willner,P.S. 253,"601 OCEANVIEW AVENUE,BROOKLYN,NY,11235",-73.9617161,40.5800951,"601 ocean view ave, brooklyn, ny 11235, usa"
21K281,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Maribel Haralampopoulos,I.S. 281 Joseph B Cavallaro,"8787 24 AVENUE,BROOKLYN,NY,11214",-73.99393,40.594251,"8787 24th ave, brooklyn, ny 11214, usa"
21K288,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Maribel Haralampopoulos,P.S. 288 The Shirley Tanyhill,"2950 WEST  25 STREET,BROOKLYN,NY,11224",-73.9924608,40.5742244,"2950 w 25th st, brooklyn, ny 11224, usa"
21K344,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Maribel Haralampopoulos,Rachel Carson High School for Coastal Studies,"521 WEST AVENUE,BROOKLYN,NY,11224",-73.9723072,40.5827027,"521 west ave, brooklyn, ny 11224, usa"
21K348,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Maribel Haralampopoulos,High School of Sports Management,"2630 BENSON AVENUE,BROOKLYN,NY,11214",-73.9863546,40.5937576,"2630 benson ave, brooklyn, ny 11214, usa"
21K410,PIP,X,NYU Langone/Lutheran Medical Center,,,,,,,,,,Abraham Lincoln High School,"2800 OCEAN PARKWAY,BROOKLYN,NY,11235",-73.9682183,40.5828631,"2800 ocean pkwy, brooklyn, ny 11235, usa"
21K468,Consultant Program,,.,,,,,,,,Jessica McJunkin-Flatts- IC,Celene Izean,Thomas A. Edison Career and Technical Education High School,"165-65 84 AVENUE,QUEENS,NY,11432",-73.7988039,40.7162107,"165-65 84th ave, jamaica, ny 11432, usa"
21K525,PIP,,.,X,Jewish Board,,,,,,,,Edward R. Murrow High School,"1600 AVENUE L,BROOKLYN,NY,11230",-73.9589429,40.6195422,"1600 avenue l, brooklyn, ny 11230, usa"
21K572,Consultant Program,,.,,,,,,,,Jessica McJunkin-Flatts- IC,Celene Izean,Expeditionary Learning School for Community Leaders,"2630 BENSON AVENUE,BROOKLYN,NY,11214",-73.9863546,40.5937576,"2630 benson ave, brooklyn, ny 11214, usa"
21K620,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Maribel Haralampopoulos,William E. Grady Career and Technical Education High School,"25 BRIGHTON  4TH ROAD,BROOKLYN,NY,11235",-73.9634429,40.5829591,"25 brighton 4th rd, brooklyn, ny 11235, usa"
21K690,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Maribel Haralampopoulos,Brooklyn Studio Secondary School,"8310 21ST AVENUE,BROOKLYN,NY,11214",-73.9947464,40.6048465,"8310 21st ave, brooklyn, ny 11214, usa"
21K728,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Maribel Haralampopoulos,Liberation Diploma Plus,"2865 WEST 19TH STREET,BROOKLYN,NY,11224",-73.9857285,40.5771801,"2865 w 19th st, brooklyn, ny 11224, usa"
22K014,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Monique Irick,J.H.S. 014 Shell Bank,"2424 BATCHELDER STREET,BROOKLYN,NY,11235",-73.9382769,40.5934685,"2424 batchelder st, brooklyn, ny 11235, usa"
22K078,PIP,,.,,,,,,,,,,J.H.S. 078 Roy H. Mann,"1420 EAST  68 STREET,BROOKLYN,NY,11234",-73.9131104,40.6208332,"1420 e 68 st, brooklyn, ny 11234, usa"
22K109,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,David Hosten,P.S. 109,"1001 EAST  45 STREET,BROOKLYN,NY,11203",-73.9333185,40.636395,"1001 e 45th st, brooklyn, ny 11203, usa"
22K119,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,David Hosten,P.S. 119 Amersfort,"3829 AVENUE K,BROOKLYN,NY,11210",-73.9388469,40.6260567,"3829 avenue k, brooklyn, ny 11210, usa"
22K134,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,David Hosten,P.S. K134,"4001 18 AVENUE,BROOKLYN,NY,11218",-73.9732232,40.6322839,"4001 18th ave, brooklyn, ny 11218, usa"
22K152,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,David Hosten,School of Science & Technology,"725 EAST  23 STREET,BROOKLYN,NY,11210",-73.9542987,40.6325873,"725 e 23rd st, brooklyn, ny 11210, usa"
22K193,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Sasha Arnesen,Pathways College Preparatory School: A College Board School,"109-89 204 STREET,QUEENS,NY,11412",-73.7527082,40.7057537,"109-89 204th st, st. albans, ny 11412, usa"
22K194,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Monique Irick,P.S. 194 Raoul Wallenberg,"3117 AVENUE W,BROOKLYN,NY,11229",-73.9338696,40.5973303,"3117 avenue w, brooklyn, ny 11229, usa"
22K195,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Melissa Willner,P.S. 195 Manhattan Beach,"131 IRWIN STREET,BROOKLYN,NY,11235",-73.9437891,40.5804759,"131 irwin st, brooklyn, ny 11235, usa"
22K197,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Sasha Arnesen,P.S. 197 - The Kings Highway Academy,"1599 EAST  22 STREET,BROOKLYN,NY,11210",-73.9516447,40.6125705,"1599 e 22nd st, brooklyn, ny 11210, usa"
22K198,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,David Hosten,Preparatory Academy for Writers: A College Board School,"143-10 SPRINGFIELD BOULEVARD,QUEENS,NY,11413",-73.7581742,40.6675872,"143-10 springfield blvd, springfield gardens, ny 11413, usa"
22K203,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Daphne Denis,P.S. 203 Floyd Bennett School,"5101 AVENUE M,BROOKLYN,NY,11234",-73.9259244,40.6219237,"5101 avenue m, brooklyn, ny 11234, usa"
22K206,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Sasha Arnesen,P.S. 206 Joseph F Lamb,"2200 GRAVESEND NECK ROAD,BROOKLYN,NY,11229",-73.9484272,40.5972728,"2200 gravesend neck rd, brooklyn, ny 11229, usa"
22K207,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Monique Irick,P.S. 207 Elizabeth G. Leary,"4011 FILLMORE AVENUE,BROOKLYN,NY,11234",-73.9301496,40.6137068,"4011 fillmore ave, brooklyn, ny 11234, usa"
22K217,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,David Hosten,P.S. 217 Colonel David Marcus School,"1100 NEWKIRK AVENUE,BROOKLYN,NY,11230",-73.9662439,40.6337679,"1100 newkirk ave, brooklyn, ny 11230, usa"
22K222,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Monique Irick,P.S. 222 Katherine R. Snyder,"3301 QUENTIN ROAD,BROOKLYN,NY,11234",-73.939059,40.6136595,"3301 quentin rd, brooklyn, ny 11234, usa"
22K234,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Monique Irick,J.H.S. 234 Arthur W. Cunningham,"1875 EAST  17 STREET,BROOKLYN,NY,11229",-73.9552235,40.6045068,"1875 e 17th st, brooklyn, ny 11229, usa"
22K236,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Daphne Denis,P.S. 236 Mill Basin,"6302 AVENUE U,BROOKLYN,NY,11234",-73.9124837,40.6156927,"6302 avenue u, brooklyn, ny 11234, usa"
22K240,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,David Hosten,Andries Hudde,"2500 NOSTRAND AVENUE,BROOKLYN,NY,11210",-73.9470955,40.6239694,"2500 nostrand ave, brooklyn, ny 11210, usa"
22K245,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,David Hosten,P.S. 245,"249 EAST 17TH STREET,BROOKLYN,NY,11226",-73.9628965,40.6447804,"249 e 17th st, brooklyn, ny 11226, usa"
22K251,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Daphne Denis,P.S. 251 Paerdegat,"1037 EAST  54 STREET,BROOKLYN,NY,11234",-73.9239955,40.6312396,"1037 e 54th st, brooklyn, ny 11234, usa"
22K254,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Sasha Arnesen,I.S. 010 Horace Greeley,"45-11 31ST AVE,QUEENS,NY,11103",-73.9124987,40.7595184,"45-11 31st ave, long island city, ny 11103, usa"
22K255,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Sasha Arnesen,P.S. 255 Barbara Reing School,"1866 EAST  17 STREET,BROOKLYN,NY,11229",-73.9558663,40.604366,"1866 e 17th st, brooklyn, ny 11229, usa"
22K277,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Monique Irick,P.S. 111 Jacob Blackwell,"37-15 13 STREET,QUEENS,NY,11101",-73.9392002,40.7586787,"37-15 13th st, long island city, ny 11101, usa"
22K278,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Monique Irick,J.H.S. 278 Marine Park,"1925 STUART STREET,BROOKLYN,NY,11229",-73.938462,40.6066501,"1925 stuart st, brooklyn, ny 11229, usa"
22K312,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Sasha Arnesen,I.S. 145 Joseph Pulitzer,"33-34 80 STREET,QUEENS,NY,11372",-73.8875943,40.7543262,"33-34 80th st, flushing, ny 11372, usa"
22K315,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Sasha Arnesen,P.S. K315,"2310 GLENWOOD ROAD,BROOKLYN,NY,11210",-73.954263,40.632619,"2310 glenwood rd, brooklyn, ny 11210, usa"
22K326,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Daphne Denis,P.S. 326,"1800 UTICA AVENUE,BROOKLYN,NY,11234",-73.9281289,40.6284252,"1800 utica ave, brooklyn, ny 11234, usa"
22K361,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,David Hosten,P.S. 361 East Flatbush Early Childhood School,"1957 NOSTRAND AVENUE,BROOKLYN,NY,11210",-73.9478957,40.6377697,"1957 nostrand ave, brooklyn, ny 11210, usa"
22K381,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Sasha Arnesen,I. S. 381,"2500 NOSTRAND AVENUE,BROOKLYN,NY,11210",-73.9470955,40.6239694,"2500 nostrand ave, brooklyn, ny 11210, usa"
22K405,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,David Hosten,Midwood High School,"2839 BEDFORD AVENUE,BROOKLYN,NY,11210",-73.9523633,40.6331465,"2839 bedford ave, brooklyn, ny 11210, usa"
22K425,PIP,,.,,,,,,,,,,James Madison High School,"3787 BEDFORD AVENUE,BROOKLYN,NY,11229",-73.9482591,40.6099056,"3787 bedford ave, brooklyn, ny 11229, usa"
22K535,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Melissa Willner,Leon M. Goldstein High School for the Sciences,"1830 SHORE BOULEVARD,BROOKLYN,NY,11235",-73.935021,40.5807237,"1830 shore blvd, brooklyn, ny 11235, usa"
22K555,Consultant Program,,.,,,,,,,,Jessica McJunkin-Flatts- IC,Celene Izean,Brooklyn College Academy,"350 CONEY ISLAND AVENUE,BROOKLYN,NY,11218",-73.9718961,40.6492022,"350 coney island ave, brooklyn, ny 11218, usa"
22K611,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Monique Irick,William Cullen Bryant High School,"48-10 31 AVENUE,QUEENS,NY,11103",-73.9103778,40.7576896,"48-10 31st ave, astoria, ny 11103, usa"
22K630,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Monique Irick,Long Island City High School,"14-30 BROADWAY,QUEENS,NY,11106",-73.9330529,40.7654697,"14-30 broadway, astoria, ny 11106, usa"
22K889,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Sasha Arnesen,Information Technology High School,"21-16 44TH ROAD,QUEENS,NY,11101",-73.946414,40.7485509,"21-16 44th rd, long island city, ny 11101, usa"
22K890,Consultant Program,,.,,,,,,,,Ayanna McNeill IC,Sasha Arnesen,M.S. 890,"21 HINCKLEY PLACE,BROOKLYN,NY,11218",-73.9713377,40.6445569,"21 hinckley pl, brooklyn, ny 11218, usa"
